Data,Asset,Net_NC,Net_Comm
1970-01-01 00:00:00.000241203,EUR,-57489,34476
1970-01-01 00:00:00.000241203,10Y UST,-891901,842621
1970-01-01 00:00:00.000241203,VIX,-33202,31526
1970-01-01 00:00:00.000241203,CHF,-41094,53351
1970-01-01 00:00:00.000241203,USD Index,-3054,1801
1970-01-01 00:00:00.000241203,Gold,259736,-286275
1970-01-01 00:00:00.000241210,Soybeans,-86216,102553
1970-01-01 00:00:00.000241210,EUR,-75573,54716
1970-01-01 00:00:00.000241210,Corn,224423,-183482
1970-01-01 00:00:00.000241210,USD Index,-3224,1940
1970-01-01 00:00:00.000241210,Gold,275586,-296871
1970-01-01 00:00:00.000241210,10Y UST,-875716,815384
1970-01-01 00:00:00.000241210,Nasdaq,35573,-49864
1970-01-01 00:00:00.000241210,AUD,8485,-735
1970-01-01 00:00:00.000241210,Nikkei,-2603,1844
1970-01-01 00:00:00.000241210,Silver,41165,-59843
1970-01-01 00:00:00.000241210,VIX,-45170,45739
1970-01-01 00:00:00.000241210,Russell 2000,-2157,-24300
1970-01-01 00:00:00.000241210,Coffee,62074,-65126
1970-01-01 00:00:00.000241210,Copper,10959,-16889
1970-01-01 00:00:00.000241210,CHF,-34992,52309
1970-01-01 00:00:00.000241210,BTC,-720,236
1970-01-01 00:00:00.000241210,GBP,27125,-21904
1970-01-01 00:00:00.000241210,Crude Oil,190112,-201510
1970-01-01 00:00:00.000241210,Wheat,-59290,64282
1970-01-01 00:00:00.000241210,Cocoa,36977,-43622
1970-01-01 00:00:00.000241210,JPY,25752,-24598
1970-01-01 00:00:00.000241210,SPX,-83333,-66801
1970-01-01 00:00:00.000241210,CAD,-181554,195936
1970-01-01 00:00:00.000241210,Sugar,97327,-115926
1970-01-01 00:00:00.000241217,EUR,-65895,48089
1970-01-01 00:00:00.000241217,Wheat,-79340,80945
1970-01-01 00:00:00.000241217,Soybeans,-109329,125032
1970-01-01 00:00:00.000241217,CAD,-182055,195457
1970-01-01 00:00:00.000241217,Corn,221848,-170678
1970-01-01 00:00:00.000241217,CHF,-21800,40379
1970-01-01 00:00:00.000241217,SPX,-39862,-118471
1970-01-01 00:00:00.000241217,Nikkei,-4174,3029
1970-01-01 00:00:00.000241217,Cocoa,35281,-42067
1970-01-01 00:00:00.000241217,Copper,5940,-11750
1970-01-01 00:00:00.000241217,USD Index,5641,-7349
1970-01-01 00:00:00.000241217,Crude Oil,229990,-237003
1970-01-01 00:00:00.000241217,GBP,21647,-16258
1970-01-01 00:00:00.000241217,Nasdaq,36082,-47174
1970-01-01 00:00:00.000241217,Coffee,62147,-65700
1970-01-01 00:00:00.000241217,Sugar,68183,-79998
1970-01-01 00:00:00.000241217,BTC,171,-483
1970-01-01 00:00:00.000241217,VIX,-48988,48253
1970-01-01 00:00:00.000241217,10Y UST,-732917,651759
1970-01-01 00:00:00.000241217,Russell 2000,-416,-22280
1970-01-01 00:00:00.000241217,Gold,262041,-285233
1970-01-01 00:00:00.000241217,AUD,-61531,71099
1970-01-01 00:00:00.000241217,Silver,40264,-57510
1970-01-01 00:00:00.000241217,JPY,5961,-3101
1970-01-01 00:00:00.000241224,JPY,2311,3683
1970-01-01 00:00:00.000241224,Wheat,-87266,84958
1970-01-01 00:00:00.000241224,Gold,247629,-273336
1970-01-01 00:00:00.000241224,EUR,-68507,55114
1970-01-01 00:00:00.000241224,CAD,-176720,188397
1970-01-01 00:00:00.000241224,CHF,-28382,46382
1970-01-01 00:00:00.000241224,Corn,225675,-167343
1970-01-01 00:00:00.000241224,USD Index,6492,-8299
1970-01-01 00:00:00.000241224,GBP,19323,-12844
1970-01-01 00:00:00.000241224,Coffee,64157,-67292
1970-01-01 00:00:00.000241224,VIX,-17311,21132
1970-01-01 00:00:00.000241224,Nasdaq,27232,-41465
1970-01-01 00:00:00.000241224,Crude Oil,247027,-251386
1970-01-01 00:00:00.000241224,BTC,-129,-146
1970-01-01 00:00:00.000241224,Sugar,60094,-67238
1970-01-01 00:00:00.000241224,Cocoa,36579,-43210
1970-01-01 00:00:00.000241224,Copper,1804,-7997
1970-01-01 00:00:00.000241224,SPX,-63791,-63377
1970-01-01 00:00:00.000241224,Soybeans,-104918,122285
1970-01-01 00:00:00.000241224,Russell 2000,-1668,-21671
1970-01-01 00:00:00.000241224,AUD,-68170,78200
1970-01-01 00:00:00.000241224,10Y UST,-591374,510294
1970-01-01 00:00:00.000241224,Silver,40163,-55021
1970-01-01 00:00:00.000241231,SPX,-56802,-82170
1970-01-01 00:00:00.000241231,Wheat,-76464,74633
1970-01-01 00:00:00.000241231,CAD,-175708,189120
1970-01-01 00:00:00.000241231,CHF,-32813,48095
1970-01-01 00:00:00.000241231,Cocoa,36561,-42441
1970-01-01 00:00:00.000241231,10Y UST,-653763,574117
1970-01-01 00:00:00.000241231,Russell 2000,-2150,-18943
1970-01-01 00:00:00.000241231,EUR,-69564,51061
1970-01-01 00:00:00.000241231,AUD,-71411,78499
1970-01-01 00:00:00.000241231,USD Index,6877,-8231
1970-01-01 00:00:00.000241231,Gold,247279,-271296
1970-01-01 00:00:00.000241231,VIX,-30823,33720
1970-01-01 00:00:00.000241231,Silver,37889,-52407
1970-01-01 00:00:00.000241231,Copper,759,-5902
1970-01-01 00:00:00.000241231,Corn,290515,-231273
1970-01-01 00:00:00.000241231,Soybeans,-69918,96141
1970-01-01 00:00:00.000241231,Sugar,45119,-49627
1970-01-01 00:00:00.000241231,GBP,20835,-14252
1970-01-01 00:00:00.000241231,Crude Oil,254324,-256671
1970-01-01 00:00:00.000241231,BTC,-319,-44
1970-01-01 00:00:00.000241231,Nasdaq,23908,-43741
1970-01-01 00:00:00.000241231,Coffee,62767,-65309
1970-01-01 00:00:00.000241231,JPY,-8443,9602
1970-01-01 00:00:00.000250107,Soybeans,-50001,75220
1970-01-01 00:00:00.000250107,Sugar,49827,-53857
1970-01-01 00:00:00.000250107,Coffee,64134,-67380
1970-01-01 00:00:00.000250107,Cocoa,35794,-42414
1970-01-01 00:00:00.000250107,Corn,319813,-255346
1970-01-01 00:00:00.000250107,GBP,14506,-5723
1970-01-01 00:00:00.000250107,JPY,-20189,20284
1970-01-01 00:00:00.000250107,Copper,4270,-6423
1970-01-01 00:00:00.000250107,Gold,254911,-278646
1970-01-01 00:00:00.000250107,Silver,40948,-56174
1970-01-01 00:00:00.000250107,CAD,-178589,192467
1970-01-01 00:00:00.000250107,CHF,-37888,54444
1970-01-01 00:00:00.000250107,10Y UST,-672446,601129
1970-01-01 00:00:00.000250107,Crude Oil,279567,-286130
1970-01-01 00:00:00.000250107,USD Index,8645,-10158
1970-01-01 00:00:00.000250107,AUD,-73433,83007
1970-01-01 00:00:00.000250107,VIX,-31054,34568
1970-01-01 00:00:00.000250107,Russell 2000,-3184,-16280
1970-01-01 00:00:00.000250107,Wheat,-79474,78135
1970-01-01 00:00:00.000250107,BTC,1190,-1408
1970-01-01 00:00:00.000250107,Nasdaq,18770,-33742
1970-01-01 00:00:00.000250107,SPX,-62203,-57197
1970-01-01 00:00:00.000250107,Nikkei,-3444,3030
1970-01-01 00:00:00.000250107,EUR,-64124,45004
1970-01-01 00:00:00.000250114,Nikkei,-2818,2628
1970-01-01 00:00:00.000250114,Russell 2000,-1095,-15457
1970-01-01 00:00:00.000250114,Nasdaq,10534,-24050
1970-01-01 00:00:00.000250114,10Y UST,-567935,508311
1970-01-01 00:00:00.000250114,AUD,-77631,87297
1970-01-01 00:00:00.000250114,CHF,-38701,56343
1970-01-01 00:00:00.000250114,Soybeans,14518,18411
1970-01-01 00:00:00.000250114,Sugar,14162,-9913
1970-01-01 00:00:00.000250114,VIX,-26730,28181
1970-01-01 00:00:00.000250114,Coffee,72642,-76440
1970-01-01 00:00:00.000250114,Cocoa,36860,-43101
1970-01-01 00:00:00.000250114,Silver,46080,-59676
1970-01-01 00:00:00.000250114,Copper,11838,-14543
1970-01-01 00:00:00.000250114,GBP,438,14985
1970-01-01 00:00:00.000250114,JPY,-29411,31023
1970-01-01 00:00:00.000250114,USD Index,12729,-14288
1970-01-01 00:00:00.000250114,EUR,-60397,48337
1970-01-01 00:00:00.000250114,Corn,348075,-272419
1970-01-01 00:00:00.000250114,SPX,-30542,-85660
1970-01-01 00:00:00.000250114,Gold,279363,-302452
1970-01-01 00:00:00.000250114,CAD,-167153,181481
1970-01-01 00:00:00.000250114,BTC,1335,-1520
1970-01-01 00:00:00.000250114,Crude Oil,306291,-317124
1970-01-01 00:00:00.000250114,Wheat,-82209,79485
1970-01-01 00:00:00.000250121,AUD,-71296,79799
1970-01-01 00:00:00.000250121,Russell 2000,-21027,2547
1970-01-01 00:00:00.000250121,VIX,-28060,25429
1970-01-01 00:00:00.000250121,BTC,739,-1007
1970-01-01 00:00:00.000250121,SPX,-75715,-60433
1970-01-01 00:00:00.000250121,Crude Oil,298847,-316596
1970-01-01 00:00:00.000250121,10Y UST,-580245,565040
1970-01-01 00:00:00.000250121,Nasdaq,18489,-36654
1970-01-01 00:00:00.000250121,Cocoa,37465,-44243
1970-01-01 00:00:00.000250121,CHF,-41837,57758
1970-01-01 00:00:00.000250121,CAD,-150787,163078
1970-01-01 00:00:00.000250121,EUR,-62486,44295
1970-01-01 00:00:00.000250121,USD Index,14872,-16520
1970-01-01 00:00:00.000250121,JPY,-14673,8829
1970-01-01 00:00:00.000250121,GBP,-8257,28749
1970-01-01 00:00:00.000250121,Sugar,-31467,34888
1970-01-01 00:00:00.000250121,Gold,300784,-326608
1970-01-01 00:00:00.000250121,Copper,16663,-21729
1970-01-01 00:00:00.000250121,Silver,47480,-62977
1970-01-01 00:00:00.000250121,Coffee,74291,-78526
1970-01-01 00:00:00.000250121,Wheat,-73009,68865
1970-01-01 00:00:00.000250121,Corn,392923,-314101
1970-01-01 00:00:00.000250121,Soybeans,18549,14875
1970-01-01 00:00:00.000250121,Nikkei,-2758,2709
1970-01-01 00:00:00.000250128,EUR,-66604,41595
1970-01-01 00:00:00.000250128,Nasdaq,30691,-42758
1970-01-01 00:00:00.000250128,GBP,-21672,39354
1970-01-01 00:00:00.000250128,Soybeans,31351,3608
1970-01-01 00:00:00.000250128,CAD,-147601,162970
1970-01-01 00:00:00.000250128,CHF,-43000,55450
1970-01-01 00:00:00.000250128,Gold,299409,-323722
1970-01-01 00:00:00.000250128,Coffee,76520,-80705
1970-01-01 00:00:00.000250128,Silver,44368,-60268
1970-01-01 00:00:00.000250128,Sugar,-29434,25746
1970-01-01 00:00:00.000250128,Copper,13045,-18357
1970-01-01 00:00:00.000250128,Cocoa,36968,-43297
1970-01-01 00:00:00.000250128,JPY,-959,-6737
1970-01-01 00:00:00.000250128,10Y UST,-700642,640374
1970-01-01 00:00:00.000250128,USD Index,14200,-15106
1970-01-01 00:00:00.000250128,Corn,443875,-355959
1970-01-01 00:00:00.000250128,Wheat,-91111,86289
1970-01-01 00:00:00.000250128,AUD,-71831,79001
1970-01-01 00:00:00.000250128,BTC,1165,-1473
1970-01-01 00:00:00.000250128,Russell 2000,-22035,6387
1970-01-01 00:00:00.000250128,VIX,-49445,50961
1970-01-01 00:00:00.000250128,Nikkei,-3063,2586
1970-01-01 00:00:00.000250128,SPX,-56154,-79303
1970-01-01 00:00:00.000250128,Crude Oil,264126,-290388
1970-01-01 00:00:00.000250204,Crude Oil,230313,-259576
1970-01-01 00:00:00.000250204,Soybeans,37166,-4926
1970-01-01 00:00:00.000250204,Coffee,71878,-76728
1970-01-01 00:00:00.000250204,Sugar,-33109,29745
1970-01-01 00:00:00.000250204,Cocoa,35390,-41309
1970-01-01 00:00:00.000250204,10Y UST,-707703,651566
1970-01-01 00:00:00.000250204,USD Index,14539,-15914
1970-01-01 00:00:00.000250204,VIX,-48530,46367
1970-01-01 00:00:00.000250204,BTC,786,-918
1970-01-01 00:00:00.000250204,EUR,-58614,36471
1970-01-01 00:00:00.000250204,AUD,-75309,83501
1970-01-01 00:00:00.000250204,Wheat,-67355,63681
1970-01-01 00:00:00.000250204,SPX,-4817,-123461
1970-01-01 00:00:00.000250204,Nasdaq,18978,-30811
1970-01-01 00:00:00.000250204,Nikkei,-2200,2229
1970-01-01 00:00:00.000250204,Gold,302508,-328175
1970-01-01 00:00:00.000250204,CAD,-160444,170842
1970-01-01 00:00:00.000250204,CHF,-42258,55303
1970-01-01 00:00:00.000250204,Silver,50361,-69007
1970-01-01 00:00:00.000250204,Copper,15421,-18710
1970-01-01 00:00:00.000250204,Corn,462381,-374564
1970-01-01 00:00:00.000250204,GBP,-11323,25029
1970-01-01 00:00:00.000250204,JPY,18768,-30683
1970-01-01 00:00:00.000250204,Russell 2000,-27498,12186
1970-01-01 00:00:00.000250211,BTC,-367,307
1970-01-01 00:00:00.000250211,Wheat,-55941,54281
1970-01-01 00:00:00.000250211,GBP,-3168,16480
1970-01-01 00:00:00.000250211,Corn,424769,-338472
1970-01-01 00:00:00.000250211,JPY,54615,-68154
1970-01-01 00:00:00.000250211,USD Index,15296,-16423
1970-01-01 00:00:00.000250211,Cocoa,26819,-33051
1970-01-01 00:00:00.000250211,EUR,-64425,39974
1970-01-01 00:00:00.000250211,Silver,49710,-68250
1970-01-01 00:00:00.000250211,Coffee,63697,-67169
1970-01-01 00:00:00.000250211,Soybeans,6781,23383
1970-01-01 00:00:00.000250211,Copper,20896,-24842
1970-01-01 00:00:00.000250211,Sugar,-26526,19297
1970-01-01 00:00:00.000250211,Gold,284504,-309888
1970-01-01 00:00:00.000250211,CAD,-150834,162597
1970-01-01 00:00:00.000250211,CHF,-38745,53757
1970-01-01 00:00:00.000250211,SPX,-17109,-113610
1970-01-01 00:00:00.000250211,Crude Oil,220004,-244693
1970-01-01 00:00:00.000250211,VIX,-58995,53878
1970-01-01 00:00:00.000250211,AUD,-65585,70444
1970-01-01 00:00:00.000250211,Nasdaq,13436,-22860
1970-01-01 00:00:00.000250211,10Y UST,-751034,699753
1970-01-01 00:00:00.000250211,Nikkei,-2212,1948
1970-01-01 00:00:00.000250211,Russell 2000,-32464,20253
1970-01-01 00:00:00.000250218,USD Index,16768,-17057
1970-01-01 00:00:00.000250218,Soybeans,-5642,37594
1970-01-01 00:00:00.000250218,JPY,60569,-70193
1970-01-01 00:00:00.000250218,Nikkei,-1831,1788
1970-01-01 00:00:00.000250218,Sugar,-20707,12056
1970-01-01 00:00:00.000250218,VIX,-57665,55617
1970-01-01 00:00:00.000250218,CHF,-38359,51505
1970-01-01 00:00:00.000250218,Nasdaq,9828,-16759
1970-01-01 00:00:00.000250218,Gold,268674,-296071
1970-01-01 00:00:00.000250218,GBP,-579,10797
1970-01-01 00:00:00.000250218,Corn,468724,-377274
1970-01-01 00:00:00.000250218,Copper,22063,-24720
1970-01-01 00:00:00.000250218,Coffee,61698,-64776
1970-01-01 00:00:00.000250218,CAD,-144643,151212
1970-01-01 00:00:00.000250218,Silver,54454,-71960
1970-01-01 00:00:00.000250218,SPX,-39966,-91985
1970-01-01 00:00:00.000250218,AUD,-56723,60353
1970-01-01 00:00:00.000250218,Wheat,-36772,37085
1970-01-01 00:00:00.000250218,Crude Oil,197594,-217426
1970-01-01 00:00:00.000250218,BTC,-367,141
1970-01-01 00:00:00.000250218,Russell 2000,-29806,15397
1970-01-01 00:00:00.000250218,EUR,-51420,26195
1970-01-01 00:00:00.000250218,Cocoa,28009,-34417
1970-01-01 00:00:00.000250218,10Y UST,-709527,668096
1970-01-01 00:00:00.000250225,AUD,-45580,52332
1970-01-01 00:00:00.000250225,SPX,-32779,-107803
1970-01-01 00:00:00.000250225,VIX,-69103,68093
1970-01-01 00:00:00.000250225,BTC,204,-261
1970-01-01 00:00:00.000250225,Wheat,-62051,63480
1970-01-01 00:00:00.000250225,Nasdaq,25777,-42316
1970-01-01 00:00:00.000250225,Russell 2000,-21331,8625
1970-01-01 00:00:00.000250225,Nikkei,119,569
1970-01-01 00:00:00.000250225,Silver,52862,-70188
1970-01-01 00:00:00.000250225,Coffee,59183,-61805
1970-01-01 00:00:00.000250225,Soybeans,-10550,46048
1970-01-01 00:00:00.000250225,Gold,261625,-288100
1970-01-01 00:00:00.000250225,Copper,19022,-22608
1970-01-01 00:00:00.000250225,10Y UST,-699855,646801
1970-01-01 00:00:00.000250225,EUR,-25425,-640
1970-01-01 00:00:00.000250225,Crude Oil,171198,-194964
1970-01-01 00:00:00.000250225,Sugar,33491,-50612
1970-01-01 00:00:00.000250225,Cocoa,19451,-24138
1970-01-01 00:00:00.000250225,Corn,441161,-358683
1970-01-01 00:00:00.000250225,GBP,4463,6186
1970-01-01 00:00:00.000250225,USD Index,15732,-15861
1970-01-01 00:00:00.000250225,JPY,95980,-108945
1970-01-01 00:00:00.000250225,CHF,-39460,50769
1970-01-01 00:00:00.000250225,CAD,-137906,142821
1970-01-01 00:00:00.000250304,EUR,-10106,-19259
1970-01-01 00:00:00.000250304,BTC,614,-516
1970-01-01 00:00:00.000250304,Crude Oil,154841,-177980
1970-01-01 00:00:00.000250304,CHF,-37775,48071
1970-01-01 00:00:00.000250304,CAD,-143770,154980
1970-01-01 00:00:00.000250304,Copper,13012,-16189
1970-01-01 00:00:00.000250304,Gold,243261,-271115
1970-01-01 00:00:00.000250304,JPY,133651,-145919
1970-01-01 00:00:00.000250304,USD Index,14738,-15048
1970-01-01 00:00:00.000250304,GBP,18574,-13710
1970-01-01 00:00:00.000250304,10Y UST,-712040,653140
1970-01-01 00:00:00.000250304,Cocoa,17651,-21717
1970-01-01 00:00:00.000250304,Sugar,26009,-26402
1970-01-01 00:00:00.000250304,VIX,-40225,40231
1970-01-01 00:00:00.000250304,Coffee,58837,-62034
1970-01-01 00:00:00.000250304,Silver,53316,-70944
1970-01-01 00:00:00.000250304,Soybeans,-34283,67504
1970-01-01 00:00:00.000250304,Corn,335438,-272829
1970-01-01 00:00:00.000250304,AUD,-48233,57029
1970-01-01 00:00:00.000250304,Nikkei,-661,553
1970-01-01 00:00:00.000250304,Wheat,-84842,81058
1970-01-01 00:00:00.000250304,SPX,32103,-167315
1970-01-01 00:00:00.000250304,Nasdaq,21766,-40222
1970-01-01 00:00:00.000250304,Russell 2000,-4574,-3580
1970-01-01 00:00:00.000250311,Nasdaq,22729,-46722
1970-01-01 00:00:00.000250311,Coffee,56456,-59669
1970-01-01 00:00:00.000250311,Russell 2000,-5176,-3805
1970-01-01 00:00:00.000250311,Corn,268357,-216719
1970-01-01 00:00:00.000250311,AUD,-48226,55401
1970-01-01 00:00:00.000250311,Soybeans,-12140,44304
1970-01-01 00:00:00.000250311,Silver,59526,-77356
1970-01-01 00:00:00.000250311,SPX,80613,-218014
1970-01-01 00:00:00.000250311,Copper,18598,-22056
1970-01-01 00:00:00.000250311,VIX,-17882,19477
1970-01-01 00:00:00.000250311,10Y UST,-737075,641661
1970-01-01 00:00:00.000250311,Gold,236100,-265188
1970-01-01 00:00:00.000250311,Nikkei,-121,-46
1970-01-01 00:00:00.000250311,JPY,133902,-149269
1970-01-01 00:00:00.000250311,Sugar,8739,-20970
1970-01-01 00:00:00.000250311,CAD,-142410,156148
1970-01-01 00:00:00.000250311,Wheat,-78073,76926
1970-01-01 00:00:00.000250311,GBP,29193,-32361
1970-01-01 00:00:00.000250311,CHF,-36957,42241
1970-01-01 00:00:00.000250311,Crude Oil,164126,-178744
1970-01-01 00:00:00.000250311,EUR,13090,-47847
1970-01-01 00:00:00.000250311,Cocoa,17296,-20963
1970-01-01 00:00:00.000250311,BTC,1529,-1301
1970-01-01 00:00:00.000250311,USD Index,16835,-17283
1970-01-01 00:00:00.000250318,SPX,68311,-191735
1970-01-01 00:00:00.000250318,GBP,29402,-38744
1970-01-01 00:00:00.000250318,EUR,59425,-92360
1970-01-01 00:00:00.000250318,Russell 2000,-10208,5642
1970-01-01 00:00:00.000250318,Copper,25192,-27552
1970-01-01 00:00:00.000250318,USD Index,7188,-6740
1970-01-01 00:00:00.000250318,Crude Oil,166823,-182228
1970-01-01 00:00:00.000250318,AUD,-70449,70959
1970-01-01 00:00:00.000250318,Gold,257932,-285168
1970-01-01 00:00:00.000250318,Wheat,-76479,75242
1970-01-01 00:00:00.000250318,JPY,122964,-136776
1970-01-01 00:00:00.000250318,CAD,-136582,147159
1970-01-01 00:00:00.000250318,CHF,-34375,43025
1970-01-01 00:00:00.000250318,Sugar,31802,-54394
1970-01-01 00:00:00.000250318,10Y UST,-881374,795709
1970-01-01 00:00:00.000250318,Nasdaq,22996,-41459
1970-01-01 00:00:00.000250318,Cocoa,16470,-19671
1970-01-01 00:00:00.000250318,BTC,1841,-1747
1970-01-01 00:00:00.000250318,Corn,239376,-181723
1970-01-01 00:00:00.000250318,Coffee,56130,-58984
1970-01-01 00:00:00.000250318,Soybeans,-8277,39468
1970-01-01 00:00:00.000250318,Silver,62298,-81655
1970-01-01 00:00:00.000250318,VIX,6168,-4470
1970-01-01 00:00:00.000250325,Crude Oil,180558,-190138
1970-01-01 00:00:00.000250325,CAD,-129534,140196
1970-01-01 00:00:00.000250325,Nasdaq,8689,-23883
1970-01-01 00:00:00.000250325,EUR,65525,-100316
1970-01-01 00:00:00.000250325,BTC,1179,-1150
1970-01-01 00:00:00.000250325,Cocoa,18278,-21738
1970-01-01 00:00:00.000250325,JPY,125376,-135740
1970-01-01 00:00:00.000250325,GBP,44283,-50682
1970-01-01 00:00:00.000250325,CHF,-37593,46102
1970-01-01 00:00:00.000250325,Wheat,-82548,79370
1970-01-01 00:00:00.000250325,USD Index,7468,-7945
1970-01-01 00:00:00.000250325,Sugar,52042,-72763
1970-01-01 00:00:00.000250325,AUD,-77446,82329
1970-01-01 00:00:00.000250325,Gold,249796,-278598
1970-01-01 00:00:00.000250325,Silver,60950,-80705
1970-01-01 00:00:00.000250325,10Y UST,-810090,707115
1970-01-01 00:00:00.000250325,VIX,-8991,2843
1970-01-01 00:00:00.000250325,Copper,34104,-34530
1970-01-01 00:00:00.000250325,Soybeans,-14410,42137
1970-01-01 00:00:00.000250325,SPX,-53362,-33837
1970-01-01 00:00:00.000250325,Corn,200371,-140438
1970-01-01 00:00:00.000250325,Russell 2000,-15345,9457
1970-01-01 00:00:00.000250325,Coffee,58452,-61242
1970-01-01 00:00:00.000250401,Cocoa,18601,-21956
1970-01-01 00:00:00.000250401,Copper,30025,-31109
1970-01-01 00:00:00.000250401,Gold,238434,-265061
1970-01-01 00:00:00.000250401,Silver,57258,-76405
1970-01-01 00:00:00.000250401,Sugar,53073,-71583
1970-01-01 00:00:00.000250401,Crude Oil,167685,-176710
1970-01-01 00:00:00.000250401,Coffee,54063,-56663
1970-01-01 00:00:00.000250401,CHF,-42764,49769
1970-01-01 00:00:00.000250401,CAD,-130016,143318
1970-01-01 00:00:00.000250401,SPX,-19022,-56199
1970-01-01 00:00:00.000250401,Nasdaq,15178,-28512
1970-01-01 00:00:00.000250401,AUD,-75863,79152
1970-01-01 00:00:00.000250401,10Y UST,-863263,743611
1970-01-01 00:00:00.000250401,Corn,166869,-111384
1970-01-01 00:00:00.000250401,BTC,491,-306
1970-01-01 00:00:00.000250401,VIX,-10358,8055
1970-01-01 00:00:00.000250401,Soybeans,-3512,25581
1970-01-01 00:00:00.000250401,JPY,121774,-138547
1970-01-01 00:00:00.000250401,USD Index,7041,-6397
1970-01-01 00:00:00.000250401,GBP,34626,-38790
1970-01-01 00:00:00.000250401,Russell 2000,-17171,8856
1970-01-01 00:00:00.000250401,EUR,51835,-82872
1970-01-01 00:00:00.000250401,Wheat,-102800,95636
1970-01-01 00:00:00.000250408,Nasdaq,24264,-30431
1970-01-01 00:00:00.000250408,Cocoa,17798,-21878
1970-01-01 00:00:00.000250408,Wheat,-91924,87969
1970-01-01 00:00:00.000250408,Russell 2000,-12745,4057
1970-01-01 00:00:00.000250408,Nikkei,1904,-1590
1970-01-01 00:00:00.000250408,Crude Oil,139595,-148559
1970-01-01 00:00:00.000250408,10Y UST,-1078470,916013
1970-01-01 00:00:00.000250408,AUD,-63300,70205
1970-01-01 00:00:00.000250408,Silver,46516,-64022
1970-01-01 00:00:00.000250408,JPY,147067,-161669
1970-01-01 00:00:00.000250408,Soybeans,-16848,38620
1970-01-01 00:00:00.000250408,VIX,-13973,13134
1970-01-01 00:00:00.000250408,EUR,59980,-90416
1970-01-01 00:00:00.000250408,SPX,-28687,-9951
1970-01-01 00:00:00.000250408,USD Index,2913,-2601
1970-01-01 00:00:00.000250408,Coffee,43479,-45041
1970-01-01 00:00:00.000250408,GBP,17310,-15795
1970-01-01 00:00:00.000250408,Corn,172882,-125804
1970-01-01 00:00:00.000250408,CAD,-119241,129460
1970-01-01 00:00:00.000250408,BTC,1332,-897
1970-01-01 00:00:00.000250408,Gold,200715,-232183
1970-01-01 00:00:00.000250408,Copper,24241,-21429
1970-01-01 00:00:00.000250408,CHF,-30277,37800
1970-01-01 00:00:00.000250408,Sugar,44827,-54103
1970-01-01 00:00:00.000250415,10Y UST,-937755,797248
1970-01-01 00:00:00.000250415,CHF,-28584,31740
1970-01-01 00:00:00.000250415,Crude Oil,146370,-153715
1970-01-01 00:00:00.000250415,Corn,234182,-179099
1970-01-01 00:00:00.000250415,CAD,-83860,90143
1970-01-01 00:00:00.000250415,USD Index,1828,-1370
1970-01-01 00:00:00.000250415,AUD,-58848,63732
1970-01-01 00:00:00.000250415,VIX,-17297,17153
1970-01-01 00:00:00.000250415,EUR,69280,-117915
1970-01-01 00:00:00.000250415,SPX,-63097,33979
1970-01-01 00:00:00.000250415,GBP,6509,-9489
1970-01-01 00:00:00.000250415,Russell 2000,679,-1341
1970-01-01 00:00:00.000250415,JPY,171855,-190345
1970-01-01 00:00:00.000250415,Soybeans,50161,-26710
1970-01-01 00:00:00.000250415,Wheat,-88326,85738
1970-01-01 00:00:00.000250415,Coffee,39934,-42991
1970-01-01 00:00:00.000250415,Cocoa,14611,-18097
1970-01-01 00:00:00.000250415,Copper,19477,-20172
1970-01-01 00:00:00.000250415,Sugar,29814,-35734
1970-01-01 00:00:00.000250415,Nasdaq,31794,-30833
1970-01-01 00:00:00.000250415,Silver,43949,-62750
1970-01-01 00:00:00.000250415,BTC,586,-268
1970-01-01 00:00:00.000250415,Gold,202210,-231912
1970-01-01 00:00:00.000250422,VIX,-5745,3019
1970-01-01 00:00:00.000250422,JPY,177814,-200922
1970-01-01 00:00:00.000250422,SPX,-75935,36396
1970-01-01 00:00:00.000250422,USD Index,-974,1985
1970-01-01 00:00:00.000250422,Coffee,41056,-43332
1970-01-01 00:00:00.000250422,Silver,44726,-64374
1970-01-01 00:00:00.000250422,Wheat,-93969,90745
1970-01-01 00:00:00.000250422,Russell 2000,-6719,-4795
1970-01-01 00:00:00.000250422,Cocoa,15577,-18970
1970-01-01 00:00:00.000250422,EUR,65028,-117941
1970-01-01 00:00:00.000250422,AUD,-54582,50430
1970-01-01 00:00:00.000250422,Sugar,33235,-32502
1970-01-01 00:00:00.000250422,BTC,-806,612
1970-01-01 00:00:00.000250422,Nasdaq,37680,-37245
1970-01-01 00:00:00.000250422,Gold,175378,-202268
1970-01-01 00:00:00.000250422,10Y UST,-906106,764191
1970-01-01 00:00:00.000250422,Copper,24765,-23650
1970-01-01 00:00:00.000250422,CHF,-25474,26742
1970-01-01 00:00:00.000250422,CAD,-67167,73173
1970-01-01 00:00:00.000250422,Corn,219843,-161479
1970-01-01 00:00:00.000250422,Crude Oil,170955,-173885
1970-01-01 00:00:00.000250422,Soybeans,55684,-31452
1970-01-01 00:00:00.000250422,GBP,20490,-25439
1970-01-01 00:00:00.000250429,Wheat,-116808,109606
1970-01-01 00:00:00.000250429,Russell 2000,-406,3154
1970-01-01 00:00:00.000250429,BTC,-1231,915
1970-01-01 00:00:00.000250429,Corn,175429,-128654
1970-01-01 00:00:00.000250429,10Y UST,-871537,715931
1970-01-01 00:00:00.000250429,Soybeans,59473,-38976
