Data,Asset,Net_NC,Net_Comm
1970-01-01 00:00:00.000240213,Corn,-245939,263504
1970-01-01 00:00:00.000240213,AUD,-78976,90985
1970-01-01 00:00:00.000240213,Nasdaq,32076,-37213
1970-01-01 00:00:00.000240213,Russell 2000,-24451,16168
1970-01-01 00:00:00.000240213,Soybeans,-161751,171638
1970-01-01 00:00:00.000240213,SPX,-215778,152512
1970-01-01 00:00:00.000240220,Cocoa,48126,-52597
1970-01-01 00:00:00.000240220,Crude Oil,191901,-217474
1970-01-01 00:00:00.000240220,AUD,-81875,92611
1970-01-01 00:00:00.000240220,Nikkei,-3720,2124
1970-01-01 00:00:00.000240220,Russell 2000,-24205,19727
1970-01-01 00:00:00.000240220,Nasdaq,25561,-32432
1970-01-01 00:00:00.000240220,Corn,-266067,282468
1970-01-01 00:00:00.000240220,Soybeans,-160288,171748
1970-01-01 00:00:00.000240220,BTC,-2098,1202
1970-01-01 00:00:00.000240220,VIX,-39071,43488
1970-01-01 00:00:00.000240220,SPX,-218530,143353
1970-01-01 00:00:00.000240220,Gold,140262,-159411
1970-01-01 00:00:00.000240220,Copper,-15942,16208
1970-01-01 00:00:00.000240220,Silver,22377,-37945
1970-01-01 00:00:00.000240220,Coffee,55863,-56600
1970-01-01 00:00:00.000240220,Sugar,91690,-97693
1970-01-01 00:00:00.000240220,CAD,-863,1345
1970-01-01 00:00:00.000240220,EUR,68016,-89451
1970-01-01 00:00:00.000240220,USD Index,1546,-3126
1970-01-01 00:00:00.000240220,JPY,-120778,125854
1970-01-01 00:00:00.000240220,GBP,46312,-49006
1970-01-01 00:00:00.000240220,10Y UST,-729066,658453
1970-01-01 00:00:00.000240220,CHF,-9923,19476
1970-01-01 00:00:00.000240220,Wheat,-44639,49606
1970-01-01 00:00:00.000240227,Crude Oil,224790,-248254
1970-01-01 00:00:00.000240227,EUR,62854,-89901
1970-01-01 00:00:00.000240227,JPY,-132705,131982
1970-01-01 00:00:00.000240227,USD Index,2083,-3323
1970-01-01 00:00:00.000240227,GBP,46358,-51590
1970-01-01 00:00:00.000240227,Gold,141636,-158352
1970-01-01 00:00:00.000240227,Sugar,103254,-110952
1970-01-01 00:00:00.000240227,Silver,14499,-32448
1970-01-01 00:00:00.000240227,Copper,-1603,280
1970-01-01 00:00:00.000240227,Coffee,51700,-52424
1970-01-01 00:00:00.000240227,SPX,-224223,141214
1970-01-01 00:00:00.000240227,Cocoa,41188,-46871
1970-01-01 00:00:00.000240227,10Y UST,-665582,616385
1970-01-01 00:00:00.000240227,CAD,-1378,-573
1970-01-01 00:00:00.000240227,CHF,-11981,23709
1970-01-01 00:00:00.000240227,AUD,-79176,89777
1970-01-01 00:00:00.000240227,Corn,-232604,250628
1970-01-01 00:00:00.000240227,Soybeans,-191232,202950
1970-01-01 00:00:00.000240227,VIX,-40704,42920
1970-01-01 00:00:00.000240227,Wheat,-36981,40756
1970-01-01 00:00:00.000240227,Nikkei,-5294,3190
1970-01-01 00:00:00.000240227,Russell 2000,-18228,7956
1970-01-01 00:00:00.000240227,BTC,-1967,960
1970-01-01 00:00:00.000240227,Nasdaq,10246,-17702
1970-01-01 00:00:00.000240305,EUR,66311,-96766
1970-01-01 00:00:00.000240305,Gold,191293,-206792
1970-01-01 00:00:00.000240305,Copper,-5327,2708
1970-01-01 00:00:00.000240305,BTC,-1352,460
1970-01-01 00:00:00.000240305,JPY,-118843,113525
1970-01-01 00:00:00.000240305,GBP,58385,-64123
1970-01-01 00:00:00.000240305,VIX,-45955,49028
1970-01-01 00:00:00.000240305,CAD,-19837,23567
1970-01-01 00:00:00.000240305,SPX,-204440,120676
1970-01-01 00:00:00.000240305,USD Index,3099,-3975
1970-01-01 00:00:00.000240305,CHF,-17551,29177
1970-01-01 00:00:00.000240305,AUD,-84743,95745
1970-01-01 00:00:00.000240305,Crude Oil,238512,-271655
1970-01-01 00:00:00.000240305,Soybeans,-197241,207278
1970-01-01 00:00:00.000240305,Nasdaq,635,-10151
1970-01-01 00:00:00.000240305,Corn,-230887,239461
1970-01-01 00:00:00.000240305,Cocoa,43303,-48223
1970-01-01 00:00:00.000240305,Silver,28315,-45025
1970-01-01 00:00:00.000240305,Coffee,53472,-55358
1970-01-01 00:00:00.000240305,Sugar,81777,-80561
1970-01-01 00:00:00.000240305,10Y UST,-713258,670969
1970-01-01 00:00:00.000240305,Russell 2000,-22823,12244
1970-01-01 00:00:00.000240305,Nikkei,-4196,2296
1970-01-01 00:00:00.000240305,Wheat,-44788,47172
1970-01-01 00:00:00.000240312,Russell 2000,-19094,14991
1970-01-01 00:00:00.000240312,AUD,-90840,97678
1970-01-01 00:00:00.000240312,BTC,-994,59
1970-01-01 00:00:00.000240312,Soybeans,-180413,191331
1970-01-01 00:00:00.000240312,Nikkei,-2592,501
1970-01-01 00:00:00.000240312,SPX,-239827,141731
1970-01-01 00:00:00.000240312,10Y UST,-603546,561179
1970-01-01 00:00:00.000240312,Nasdaq,1395,-8644
1970-01-01 00:00:00.000240312,Corn,-189030,199050
1970-01-01 00:00:00.000240312,CAD,-30874,30296
1970-01-01 00:00:00.000240312,Gold,201602,-218273
1970-01-01 00:00:00.000240312,Copper,5427,-7445
1970-01-01 00:00:00.000240312,Silver,40978,-55130
1970-01-01 00:00:00.000240312,JPY,-102322,97877
1970-01-01 00:00:00.000240312,GBP,70451,-78920
1970-01-01 00:00:00.000240312,Crude Oil,233788,-265054
1970-01-01 00:00:00.000240312,CHF,-17870,28703
1970-01-01 00:00:00.000240312,Coffee,56431,-58262
1970-01-01 00:00:00.000240312,Wheat,-53769,55780
1970-01-01 00:00:00.000240312,Sugar,84963,-89468
1970-01-01 00:00:00.000240312,Cocoa,45772,-51017
1970-01-01 00:00:00.000240312,USD Index,6186,-6381
1970-01-01 00:00:00.000240312,VIX,-49106,50627
1970-01-01 00:00:00.000240312,EUR,74407,-104604
1970-01-01 00:00:00.000240319,Crude Oil,277757,-308403
1970-01-01 00:00:00.000240319,Wheat,-56060,57895
1970-01-01 00:00:00.000240319,Nikkei,-1421,-313
1970-01-01 00:00:00.000240319,AUD,-107538,116062
1970-01-01 00:00:00.000240319,Corn,-175513,183490
1970-01-01 00:00:00.000240319,Soybeans,-167653,180816
1970-01-01 00:00:00.000240319,Russell 2000,-13484,5273
1970-01-01 00:00:00.000240319,Nasdaq,11160,-17526
1970-01-01 00:00:00.000240319,USD Index,679,-1691
1970-01-01 00:00:00.000240319,EUR,48342,-74130
1970-01-01 00:00:00.000240319,CHF,-20500,33392
1970-01-01 00:00:00.000240319,GBP,53200,-57617
1970-01-01 00:00:00.000240319,JPY,-116012,115119
1970-01-01 00:00:00.000240319,BTC,-2096,1253
1970-01-01 00:00:00.000240319,VIX,-44790,48644
1970-01-01 00:00:00.000240319,CAD,-37148,41437
1970-01-01 00:00:00.000240319,SPX,-194169,110101
1970-01-01 00:00:00.000240319,Cocoa,45582,-51282
1970-01-01 00:00:00.000240319,10Y UST,-574010,526781
1970-01-01 00:00:00.000240319,Gold,201602,-217530
1970-01-01 00:00:00.000240319,Copper,31925,-39502
1970-01-01 00:00:00.000240319,Silver,52435,-64017
1970-01-01 00:00:00.000240319,Sugar,91323,-97873
1970-01-01 00:00:00.000240319,Coffee,50165,-51523
1970-01-01 00:00:00.000240326,Nikkei,-2592,73
1970-01-01 00:00:00.000240326,Crude Oil,278027,-315539
1970-01-01 00:00:00.000240326,Cocoa,36330,-42377
1970-01-01 00:00:00.000240326,10Y UST,-578307,540174
1970-01-01 00:00:00.000240326,SPX,-169439,74729
1970-01-01 00:00:00.000240326,Russell 2000,-21547,11613
1970-01-01 00:00:00.000240326,AUD,-105452,117540
1970-01-01 00:00:00.000240326,Nasdaq,-7116,-1087
1970-01-01 00:00:00.000240326,USD Index,-629,-1010
1970-01-01 00:00:00.000240326,JPY,-129106,129588
1970-01-01 00:00:00.000240326,GBP,35170,-37085
1970-01-01 00:00:00.000240326,CHF,-21968,37454
1970-01-01 00:00:00.000240326,CAD,-50290,54477
1970-01-01 00:00:00.000240326,Gold,199294,-218340
1970-01-01 00:00:00.000240326,Copper,23083,-30844
1970-01-01 00:00:00.000240326,Silver,50836,-65077
1970-01-01 00:00:00.000240326,Coffee,56035,-57733
1970-01-01 00:00:00.000240326,Sugar,100425,-118006
1970-01-01 00:00:00.000240326,EUR,31194,-54172
1970-01-01 00:00:00.000240326,BTC,-1075,109
1970-01-01 00:00:00.000240326,VIX,-43902,43722
1970-01-01 00:00:00.000240326,Soybeans,-153714,166421
1970-01-01 00:00:00.000240326,Corn,-178021,194599
1970-01-01 00:00:00.000240326,Wheat,-61722,61684
1970-01-01 00:00:00.000240402,Wheat,-60257,59755
1970-01-01 00:00:00.000240402,SPX,-78122,-20612
1970-01-01 00:00:00.000240402,BTC,160,-1008
1970-01-01 00:00:00.000240402,Crude Oil,300897,-332521
1970-01-01 00:00:00.000240402,Russell 2000,-22173,11733
1970-01-01 00:00:00.000240402,AUD,-102685,114086
1970-01-01 00:00:00.000240402,10Y UST,-569957,538818
1970-01-01 00:00:00.000240402,Soybeans,-158040,169140
1970-01-01 00:00:00.000240402,Nasdaq,-5195,-1570
1970-01-01 00:00:00.000240402,Corn,-181336,192640
1970-01-01 00:00:00.000240402,Nikkei,-2506,275
1970-01-01 00:00:00.000240402,CAD,-51223,52481
1970-01-01 00:00:00.000240402,CHF,-22370,38683
1970-01-01 00:00:00.000240402,Silver,53147,-67706
1970-01-01 00:00:00.000240402,Cocoa,33671,-39902
1970-01-01 00:00:00.000240402,EUR,16794,-33432
1970-01-01 00:00:00.000240402,VIX,-50331,53551
1970-01-01 00:00:00.000240402,Copper,20296,-28946
1970-01-01 00:00:00.000240402,Gold,207250,-225714
1970-01-01 00:00:00.000240402,USD Index,-1896,-305
1970-01-01 00:00:00.000240402,JPY,-143230,139494
1970-01-01 00:00:00.000240402,GBP,43414,-39400
1970-01-01 00:00:00.000240402,Sugar,117461,-133030
1970-01-01 00:00:00.000240402,Coffee,67482,-69399
1970-01-01 00:00:00.000240409,CAD,-53385,58340
1970-01-01 00:00:00.000240409,VIX,-31322,37550
1970-01-01 00:00:00.000240409,GBP,28252,-27055
1970-01-01 00:00:00.000240409,CHF,-31764,48083
1970-01-01 00:00:00.000240409,Cocoa,34908,-41018
1970-01-01 00:00:00.000240409,Russell 2000,-27615,17004
1970-01-01 00:00:00.000240409,Silver,53212,-71275
1970-01-01 00:00:00.000240409,Coffee,73563,-76957
1970-01-01 00:00:00.000240409,Sugar,105694,-112202
1970-01-01 00:00:00.000240409,Corn,-190191,195882
1970-01-01 00:00:00.000240409,Nikkei,-1918,-323
1970-01-01 00:00:00.000240409,AUD,-92341,101610
1970-01-01 00:00:00.000240409,10Y UST,-506885,499361
1970-01-01 00:00:00.000240409,Soybeans,-158477,165652
1970-01-01 00:00:00.000240409,Copper,42694,-49506
1970-01-01 00:00:00.000240409,Nasdaq,7543,-14503
1970-01-01 00:00:00.000240409,Gold,202419,-224582
1970-01-01 00:00:00.000240409,USD Index,-1142,-430
1970-01-01 00:00:00.000240409,BTC,-153,-838
1970-01-01 00:00:00.000240409,EUR,32723,-52032
1970-01-01 00:00:00.000240409,Wheat,-52397,53124
1970-01-01 00:00:00.000240409,JPY,-162151,156942
1970-01-01 00:00:00.000240409,Crude Oil,297137,-337747
1970-01-01 00:00:00.000240409,SPX,-62914,-41924
1970-01-01 00:00:00.000240416,AUD,-101083,116344
1970-01-01 00:00:00.000240416,Copper,47569,-56086
1970-01-01 00:00:00.000240416,Soybeans,-171893,179718
1970-01-01 00:00:00.000240416,BTC,-363,-313
1970-01-01 00:00:00.000240416,10Y UST,-362039,350006
1970-01-01 00:00:00.000240416,Corn,-204857,214170
1970-01-01 00:00:00.000240416,Coffee,76071,-78835
1970-01-01 00:00:00.000240416,VIX,-22474,26113
1970-01-01 00:00:00.000240416,Sugar,62564,-50279
1970-01-01 00:00:00.000240416,Silver,53359,-74028
1970-01-01 00:00:00.000240416,Russell 2000,-38450,34078
1970-01-01 00:00:00.000240416,Nikkei,-856,-678
1970-01-01 00:00:00.000240416,USD Index,-929,-1309
1970-01-01 00:00:00.000240416,Cocoa,33835,-40494
1970-01-01 00:00:00.000240416,SPX,74114,-186343
1970-01-01 00:00:00.000240416,CHF,-36212,52956
1970-01-01 00:00:00.000240416,GBP,8619,2972
1970-01-01 00:00:00.000240416,JPY,-165619,167742
1970-01-01 00:00:00.000240416,Nasdaq,8529,-17894
1970-01-01 00:00:00.000240416,Gold,201923,-222758
1970-01-01 00:00:00.000240416,CAD,-82815,91572
1970-01-01 00:00:00.000240416,EUR,12224,-28654
1970-01-01 00:00:00.000240416,Crude Oil,290462,-329084
1970-01-01 00:00:00.000240416,Wheat,-62897,61586
1970-01-01 00:00:00.000240423,CHF,-42562,56317
1970-01-01 00:00:00.000240423,BTC,0,-657
1970-01-01 00:00:00.000240423,Cocoa,29584,-35403
1970-01-01 00:00:00.000240423,AUD,-96239,114876
1970-01-01 00:00:00.000240423,Gold,202891,-226872
1970-01-01 00:00:00.000240423,Crude Oil,264836,-307525
1970-01-01 00:00:00.000240423,Russell 2000,-36100,30140
1970-01-01 00:00:00.000240423,CAD,-76450,84462
1970-01-01 00:00:00.000240423,VIX,-18000,23471
1970-01-01 00:00:00.000240423,EUR,-9989,-5265
1970-01-01 00:00:00.000240423,GBP,-26233,40853
1970-01-01 00:00:00.000240423,Soybeans,-154570,159322
1970-01-01 00:00:00.000240423,10Y UST,-353920,356954
1970-01-01 00:00:00.000240423,JPY,-179919,179144
1970-01-01 00:00:00.000240423,Wheat,-43391,45239
1970-01-01 00:00:00.000240423,Nasdaq,6125,-18478
1970-01-01 00:00:00.000240423,USD Index,-213,-2126
1970-01-01 00:00:00.000240423,SPX,67678,-189951
1970-01-01 00:00:00.000240423,Nikkei,-1384,11
1970-01-01 00:00:00.000240423,Silver,59340,-77409
1970-01-01 00:00:00.000240423,Sugar,45101,-39150
1970-01-01 00:00:00.000240423,Coffee,71914,-75215
1970-01-01 00:00:00.000240423,Corn,-160168,172388
1970-01-01 00:00:00.000240423,Copper,58394,-66195
1970-01-01 00:00:00.000240430,JPY,-168388,176122
1970-01-01 00:00:00.000240430,Corn,-143424,157105
1970-01-01 00:00:00.000240430,BTC,6,-530
1970-01-01 00:00:00.000240430,Soybeans,-162343,168676
1970-01-01 00:00:00.000240430,10Y UST,-432965,457279
1970-01-01 00:00:00.000240430,Cocoa,27152,-32122
1970-01-01 00:00:00.000240430,AUD,-83235,92394
1970-01-01 00:00:00.000240430,GBP,-28990,43560
1970-01-01 00:00:00.000240430,Sugar,40305,-29820
1970-01-01 00:00:00.000240430,VIX,-22433,28429
1970-01-01 00:00:00.000240430,Nasdaq,2772,-14557
1970-01-01 00:00:00.000240430,Wheat,-24456,32562
1970-01-01 00:00:00.000240430,Coffee,68590,-72156
1970-01-01 00:00:00.000240430,USD Index,-35,-2189
1970-01-01 00:00:00.000240430,SPX,43133,-150593
1970-01-01 00:00:00.000240430,EUR,-6777,-10737
1970-01-01 00:00:00.000240430,CHF,-41786,58283
1970-01-01 00:00:00.000240430,Gold,204210,-227498
1970-01-01 00:00:00.000240430,Copper,58064,-66642
1970-01-01 00:00:00.000240430,Silver,54494,-75196
1970-01-01 00:00:00.000240430,CAD,-63201,70490
1970-01-01 00:00:00.000240430,Russell 2000,-40289,35892
1970-01-01 00:00:00.000240430,Crude Oil,265461,-308743
1970-01-01 00:00:00.000240430,Nikkei,-1791,909
1970-01-01 00:00:00.000240507,Nasdaq,4405,-10633
1970-01-01 00:00:00.000240507,Gold,199567,-227266
1970-01-01 00:00:00.000240507,USD Index,1853,-3392
1970-01-01 00:00:00.000240507,Wheat,-17785,27005
1970-01-01 00:00:00.000240507,Coffee,62877,-66039
1970-01-01 00:00:00.000240507,VIX,-38879,41509
1970-01-01 00:00:00.000240507,Sugar,28561,-25176
1970-01-01 00:00:00.000240507,Nikkei,-3407,1621
1970-01-01 00:00:00.000240507,SPX,-9695,-95129
1970-01-01 00:00:00.000240507,Crude Oil,215444,-261071
1970-01-01 00:00:00.000240507,Copper,62648,-70012
1970-01-01 00:00:00.000240507,EUR,4590,-22279
1970-01-01 00:00:00.000240507,BTC,-783,134
1970-01-01 00:00:00.000240507,Russell 2000,-38000,31638
1970-01-01 00:00:00.000240507,Cocoa,26562,-32495
1970-01-01 00:00:00.000240507,GBP,-21813,32970
1970-01-01 00:00:00.000240507,Silver,53652,-74415
1970-01-01 00:00:00.000240507,Corn,-31354,56642
1970-01-01 00:00:00.000240507,CHF,-41787,53109
1970-01-01 00:00:00.000240507,AUD,-64516,72522
1970-01-01 00:00:00.000240507,Soybeans,-60048,74323
1970-01-01 00:00:00.000240507,10Y UST,-481620,457222
1970-01-01 00:00:00.000240507,CAD,-69221,71845
1970-01-01 00:00:00.000240507,JPY,-134922,141773
1970-01-01 00:00:00.000240514,BTC,-177,-421
1970-01-01 00:00:00.000240514,SPX,-25284,-73047
1970-01-01 00:00:00.000240514,Crude Oil,203043,-250961
1970-01-01 00:00:00.000240514,VIX,-48061,47902
1970-01-01 00:00:00.000240514,Corn,224,40405
1970-01-01 00:00:00.000240514,CHF,-41107,51769
1970-01-01 00:00:00.000240514,JPY,-126182,133294
1970-01-01 00:00:00.000240514,Silver,59461,-81422
1970-01-01 00:00:00.000240514,Gold,204496,-232110
1970-01-01 00:00:00.000240514,EUR,17155,-38282
1970-01-01 00:00:00.000240514,Wheat,-5415,14159
1970-01-01 00:00:00.000240514,Nasdaq,3170,-11068
1970-01-01 00:00:00.000240514,Russell 2000,-32067,23332
1970-01-01 00:00:00.000240514,USD Index,2435,-3790
1970-01-01 00:00:00.000240514,Coffee,57211,-59694
1970-01-01 00:00:00.000240514,CAD,-80303,78220
1970-01-01 00:00:00.000240514,Sugar,25891,-11459
1970-01-01 00:00:00.000240514,Cocoa,27958,-33568
1970-01-01 00:00:00.000240514,Soybeans,-65975,81604
1970-01-01 00:00:00.000240514,10Y UST,-347811,351641
1970-01-01 00:00:00.000240514,AUD,-77171,77142
1970-01-01 00:00:00.000240514,Nikkei,-2756,1346
1970-01-01 00:00:00.000240514,Copper,61780,-69656
1970-01-01 00:00:00.000240514,GBP,-20075,26795
1970-01-01 00:00:00.000240521,Nikkei,-2245,1103
1970-01-01 00:00:00.000240521,USD Index,3518,-4085
1970-01-01 00:00:00.000240521,Wheat,-12522,19733
1970-01-01 00:00:00.000240521,Nasdaq,4718,-16887
1970-01-01 00:00:00.000240521,Copper,71694,-81717
1970-01-01 00:00:00.000240521,Crude Oil,219300,-266426
1970-01-01 00:00:00.000240521,Soybeans,-44982,60129
1970-01-01 00:00:00.000240521,10Y UST,-400972,388831
1970-01-01 00:00:00.000240521,Silver,59644,-83094
1970-01-01 00:00:00.000240521,BTC,-890,122
1970-01-01 00:00:00.000240521,JPY,-144367,146517
1970-01-01 00:00:00.000240521,GBP,1053,-20
1970-01-01 00:00:00.000240521,CHF,-40645,51353
1970-01-01 00:00:00.000240521,Corn,-41827,76085
1970-01-01 00:00:00.000240521,Cocoa,28891,-34663
1970-01-01 00:00:00.000240521,AUD,-56233,51593
1970-01-01 00:00:00.000240521,VIX,-51392,51248
1970-01-01 00:00:00.000240521,Gold,229806,-258663
1970-01-01 00:00:00.000240521,Sugar,8421,6623
1970-01-01 00:00:00.000240521,SPX,-22774,-91982
1970-01-01 00:00:00.000240521,CAD,-90824,91857
1970-01-01 00:00:00.000240521,EUR,41475,-69453
1970-01-01 00:00:00.000240521,Russell 2000,-37584,28361
1970-01-01 00:00:00.000240521,Coffee,59386,-62297
1970-01-01 00:00:00.000240528,Crude Oil,243926,-278874
1970-01-01 00:00:00.000240528,AUD,-49916,49360
1970-01-01 00:00:00.000240528,Russell 2000,-33845,27036
1970-01-01 00:00:00.000240528,Nikkei,-1636,49
1970-01-01 00:00:00.000240528,Gold,236585,-260950
1970-01-01 00:00:00.000240528,CAD,-86585,90353
1970-01-01 00:00:00.000240528,CHF,-44366,57936
1970-01-01 00:00:00.000240528,Coffee,63033,-66372
1970-01-01 00:00:00.000240528,Wheat,-14393,21208
1970-01-01 00:00:00.000240528,Nasdaq,-3726,-6683
1970-01-01 00:00:00.000240528,EUR,57572,-84652
1970-01-01 00:00:00.000240528,Sugar,5105,8283
1970-01-01 00:00:00.000240528,VIX,-42744,41398
1970-01-01 00:00:00.000240528,SPX,-2208,-105944
1970-01-01 00:00:00.000240528,Silver,57183,-81072
1970-01-01 00:00:00.000240528,GBP,25402,-32173
1970-01-01 00:00:00.000240528,JPY,-156039,166122
1970-01-01 00:00:00.000240528,Soybeans,-25908,44728
1970-01-01 00:00:00.000240528,10Y UST,-388175,353169
1970-01-01 00:00:00.000240528,BTC,-756,-148
1970-01-01 00:00:00.000240528,USD Index,4174,-5436
1970-01-01 00:00:00.000240528,Corn,-51632,90934
1970-01-01 00:00:00.000240528,Copper,65522,-76754
1970-01-01 00:00:00.000240528,Cocoa,32570,-38425
1970-01-01 00:00:00.000240604,Copper,61127,-74715
1970-01-01 00:00:00.000240604,Sugar,-4040,12341
1970-01-01 00:00:00.000240604,Crude Oil,210705,-253631
1970-01-01 00:00:00.000240604,Nikkei,-1563,-128
1970-01-01 00:00:00.000240604,Corn,-119933,155249
1970-01-01 00:00:00.000240604,SPX,-65000,-47092
1970-01-01 00:00:00.000240604,Silver,56403,-81520
1970-01-01 00:00:00.000240604,Coffee,67649,-70285
1970-01-01 00:00:00.000240604,Gold,237302,-265931
1970-01-01 00:00:00.000240604,USD Index,4887,-6184
1970-01-01 00:00:00.000240604,Wheat,-18121,25545
1970-01-01 00:00:00.000240604,Nasdaq,1997,-13027
1970-01-01 00:00:00.000240604,GBP,43210,-48778
1970-01-01 00:00:00.000240604,Soybeans,-51989,71292
1970-01-01 00:00:00.000240604,10Y UST,-454755,443655
1970-01-01 00:00:00.000240604,BTC,-1119,366
1970-01-01 00:00:00.000240604,JPY,-132101,129895
1970-01-01 00:00:00.000240604,Cocoa,33645,-40799
1970-01-01 00:00:00.000240604,EUR,67870,-98786
1970-01-01 00:00:00.000240604,VIX,-41275,41985
1970-01-01 00:00:00.000240604,CHF,-45763,56817
1970-01-01 00:00:00.000240604,CAD,-91639,99904
1970-01-01 00:00:00.000240604,Russell 2000,-34355,25469
1970-01-01 00:00:00.000240604,AUD,-51303,46923
1970-01-01 00:00:00.000240611,Gold,233926,-260511
1970-01-01 00:00:00.000240611,Sugar,11070,-3963
1970-01-01 00:00:00.000240611,Coffee,63445,-65967
1970-01-01 00:00:00.000240611,VIX,-48438,47762
1970-01-01 00:00:00.000240611,CAD,-129493,138061
1970-01-01 00:00:00.000240611,Copper,61288,-73291
1970-01-01 00:00:00.000240611,Cocoa,35331,-41563
1970-01-01 00:00:00.000240611,Silver,51692,-78337
1970-01-01 00:00:00.000240611,JPY,-138579,145627
1970-01-01 00:00:00.000240611,Crude Oil,233484,-260177
1970-01-01 00:00:00.000240611,GBP,52121,-56434
1970-01-01 00:00:00.000240611,BTC,-1138,449
1970-01-01 00:00:00.000240611,EUR,43644,-72345
1970-01-01 00:00:00.000240611,CHF,-42863,53865
1970-01-01 00:00:00.000240611,USD Index,5013,-6662
1970-01-01 00:00:00.000240611,Wheat,-25026,28673
1970-01-01 00:00:00.000240611,SPX,-111414,-11051
1970-01-01 00:00:00.000240611,Russell 2000,-38295,32428
1970-01-01 00:00:00.000240611,Nasdaq,-8032,-312
1970-01-01 00:00:00.000240611,10Y UST,-307692,280692
1970-01-01 00:00:00.000240611,AUD,-64785,62043
1970-01-01 00:00:00.000240611,Corn,-101032,135664
1970-01-01 00:00:00.000240611,Soybeans,-56345,72385
1970-01-01 00:00:00.000240611,Nikkei,-49,-1626
1970-01-01 00:00:00.000240618,Gold,243084,-267730
1970-01-01 00:00:00.000240618,AUD,-41656,36384
1970-01-01 00:00:00.000240618,Nikkei,-5189,3920
1970-01-01 00:00:00.000240618,CHF,-37390,44624
1970-01-01 00:00:00.000240618,CAD,-147931,158379
1970-01-01 00:00:00.000240618,Russell 2000,-57848,52556
1970-01-01 00:00:00.000240618,VIX,-49429,48606
1970-01-01 00:00:00.000240618,EUR,7951,-27864
1970-01-01 00:00:00.000240618,Cocoa,33741,-39779
1970-01-01 00:00:00.000240618,BTC,-723,225
1970-01-01 00:00:00.000240618,JPY,-147753,159766
1970-01-01 00:00:00.000240618,10Y UST,-367606,330414
1970-01-01 00:00:00.000240618,GBP,47621,-48760
1970-01-01 00:00:00.000240618,Soybeans,-74302,87774
